sample	irma_HA	irma_NA	vapor_HA	vapor_NA
SRR24839338	5	1	5	1
SRR24839557	5	1	5	1
SRR22690221	5	1	5	1
SRR24843303	5	1	5	1
SRR28073602	?	?	1	1
ERR3474615	3	2	?	2
SRR15282408	2	2	2	2
SRR15282635	2	2	2	2
SRR15282861	2	2	2	2
SRR19404230	1	1	1	1
SRR17349463	7	3	7	3
SRR6470216	1	?	1	?
SRR5215235	3	2	3	2
SRR11445823	3	2	3	2
ERR4553213	1	1	1	1
SRR8875148	3	?	3	?
SRR10161165	?	?	?	?
SRR10294718	3	?	3	?
SRR14242262	3	2	3	2
SRR25222308	1	?	1	?
SRR28834889	5	1	5	1
SRR28420381	1	1	1	1
SRR28752609	5	1	5	1
SRR28388469	1	?	1	?
SRR24842898	5	1	5	1
SRR24843316	5	1	5	1
SRR12389640	4	5	4	5
SRR12187132	?	?	1	1
SRR16359859	9	2	9	2
SRR16770190	1	1	1	1
SRR18273520	1	1	1	1
SRR29953233	5	1	5	1
SRR28995164	1	1	1	1
SRR25382842	3	2	3	2
SRR29487443	1	1	1	1
SRR29740718	5	1	5	1
SRR29248326	3	2	3	2
SRR29008747	1	1	1	1
SRR29360542	1	1	1	1
SRR29085735	1	1	1	1
SRR29009385	1	1	1	1
SRR29543294	5	1	5	1
SRR29679850	?	?	1	1
SRR27384617	3	2	3	2
SRR29679894	?	?	1	1
SRR29694578	5	1	5	1
SRR27181104	3	2	3	2
SRR27181323	3	2	3	2
SRR27181542	3	2	3	2
SRR27181761	3	2	3	2
SRR31143058	1	1	1	1
SRR30714919	?	?	?	?
SRR31062740	5	1	5	1
SRR30589533	3	2	3	2
SRR3126316	1	1	1	1
SRR6117013	1	?	1	?
SRR10569276	1	1	1	1
SRR5229586	3	2	3	2
SRR14420381	1	2	1	2
SRR28015184	3	2	3	2
SRR24236438	1	1	1	1
SRR24839120	5	1	5	1
SRR24839339	5	1	5	1
SRR24839558	5	1	5	1
SRR22690222	5	1	5	1
SRR24843304	5	1	5	1
SRR28073603	1	1	1	1
ERR3474617	3	2	3	2
SRR15282409	2	2	2	2
SRR15282636	2	2	2	2
SRR15282862	2	2	2	2
SRR19404231	1	1	1	1
SRR17349464	7	3	7	3
SRR6470217	1	1	1	1
SRR5215236	3	2	3	2
SRR11445824	3	2	3	2
ERR4553215	1	1	1	1
SRR8875149	3	?	3	?
SRR8662426	6	1	1	1
SRR10161166	?	?	?	?
SRR10294719	3	?	3	?
SRR21931417	?	?	1	1
SRR14242263	3	2	3	2
SRR25222309	9	2	9	2
SRR28834890	5	1	5	1
SRR28420383	3	2	3	2
SRR28752610	5	1	5	1
SRR28388470	1	1	1	1
SRR24842899	5	1	5	1
SRR24843317	5	1	5	1
SRR12389641	9	2	9	2
SRR16359860	9	2	9	2
SRR16770191	1	1	1	1
SRR18273521	1	1	1	1
SRR29953234	5	1	5	1
SRR28995165	1	1	1	1
SRR25382843	1	1	1	1
SRR29487444	1	1	1	1
SRR29740719	5	1	5	1
SRR29248327	3	2	3	2
SRR29008748	1	1	1	1
SRR29360543	1	1	1	1
SRR29085736	3	2	3	?
SRR29009386	1	1	1	1
SRR29543295	5	1	5	1
SRR29681028	1	1	1	1
SRR27384618	3	2	3	2
SRR29681030	3	2	3	2
SRR29694579	5	1	5	1
SRR27181105	1	1	1	1
SRR27181324	3	2	3	2
SRR27181543	?	?	?	?
SRR27181762	?	1	1	1
SRR31143059	3	2	3	2
SRR30714920	3	2	3	?
SRR31062741	5	1	5	1
SRR30589534	3	2	3	2
SRR3126317	1	1	1	1
SRR6117014	1	?	1	?
SRR10569277	1	1	1	1
SRR5229587	3	2	3	2
SRR14420382	1	2	1	2
SRR28015185	3	2	3	2
SRR24236439	1	1	1	1
SRR24839121	5	1	5	1
SRR24839340	5	1	5	1
SRR24839559	5	1	5	1
SRR22690223	5	1	5	1
SRR24843305	5	1	5	1
SRR28073604	?	?	3	2
ERR3474618	3	2	3	2
SRR15282410	2	2	2	2
SRR15282637	2	2	2	2
SRR15282863	2	2	2	2
SRR19404232	1	1	1	1
SRR17349465	7	3	7	3
SRR6470218	1	1	1	1
SRR5215237	3	2	3	2
SRR11445825	3	2	3	2
ERR4553217	1	1	1	1
SRR8875150	3	?	3	?
SRR13000260	1	1	1	1
SRR10161167	?	?	?	?
SRR10294720	3	?	3	?
SRR21931418	?	?	1	1
SRR14242264	3	2	3	2
SRR25222310	9	2	9	2
SRR28834891	5	1	5	1
SRR28420384	3	2	3	2
SRR28752611	5	1	5	1
SRR28388471	1	1	1	1
SRR24842900	5	1	5	1
SRR24843321	5	1	5	1
SRR12389642	4	2	4	2
SRR12187134	?	?	1	1
SRR16359861	9	2	9	2
SRR16770192	1	1	1	1
SRR18273522	1	1	1	1
SRR29953235	5	1	5	1
SRR28995166	1	1	1	1
SRR25382844	3	2	3	2
SRR29487445	3	2	3	2
SRR29740720	5	1	5	1
SRR29248328	1	1	1	1
SRR29008749	1	1	1	1
SRR29360544	3	2	3	2
SRR29085737	1	1	1	1
SRR29009387	3	2	3	2
SRR29543296	5	1	5	1
SRR29681029	3	2	3	2
SRR27384619	3	2	3	2
SRR29681033	3	2	3	2
SRR29694580	5	1	5	1
SRR27181106	3	2	3	2
SRR27181325	3	2	3	2
SRR27181544	3	2	3	2
SRR31121015	1	1	1	1
SRR30714921	?	?	?	?
SRR31062742	5	1	5	1
SRR30589535	3	2	3	2
SRR3126318	1	1	1	1
SRR6117015	1	?	1	?
SRR10569278	1	1	1	1
SRR5229588	3	2	3	2
SRR14420383	?	2	?	?
SRR28015186	1	1	1	1
SRR24236440	1	1	1	1
SRR24839122	5	1	5	1
SRR24839341	5	1	5	1
SRR24839560	5	1	5	1
SRR22690224	5	1	5	1
SRR24843306	5	1	5	1
SRR28073605	?	?	3	2
ERR3474619	3	2	3	2
SRR15282411	2	2	2	2
SRR15282638	2	2	2	2
SRR15282864	2	2	2	2
SRR19404233	1	1	1	1
SRR17349466	7	3	7	3
SRR6470219	1	?	1	?
SRR5215238	3	2	3	2
SRR11445826	3	2	3	2
ERR4553218	1	1	1	1
SRR8875151	3	?	3	?
SRR13000261	1	1	1	1
SRR10161168	?	?	?	?
SRR10294721	3	?	3	?
SRR21931419	?	?	1	1
SRR14242265	3	2	3	2
SRR25222311	9	2	9	2
SRR28834892	5	1	5	1
SRR28420385	3	2	3	2
SRR28752612	5	1	5	1
SRR28388472	1	1	1	1
SRR24842901	5	1	5	1
SRR24843322	5	1	5	1
SRR12389643	4	2	4	2
SRR12187135	?	?	3	2
SRR16359862	9	2	9	2
SRR16770193	1	1	1	1
SRR18273523	1	1	1	1
SRR29953236	5	1	5	1
SRR28995167	1	1	1	1
SRR25382845	1	1	1	1
SRR29487446	3	2	3	2
SRR29740721	5	1	5	1
SRR29248329	1	1	1	1
SRR29008750	1	1	1	1
SRR29360545	3	2	3	2
SRR29085738	3	2	3	2
SRR29009388	1	1	1	1
SRR29543297	5	1	5	1
SRR29681031	1	1	1	1
SRR27384620	3	2	3	2
SRR29692823	?	?	1	1
SRR29694581	5	1	5	1
SRR27181107	3	2	?	2
SRR27181326	3	2	3	2
SRR27181545	?	?	?	?
SRR27181764	1	2	1	1
SRR31121016	1	1	1	1
SRR30714922	3	?	?	?
SRR31062743	5	1	5	1
SRR30589536	3	2	3	2
SRR6117016	1	?	1	?
SRR10569279	1	1	1	1
SRR5229589	3	2	3	2
SRR14420384	1	2	1	2
SRR28015187	1	1	1	1
SRR24236441	1	1	1	1
SRR24839123	5	1	5	1
SRR24839342	5	1	5	1
SRR24839561	5	1	5	1
SRR22690225	5	1	5	1
SRR24843311	5	1	5	1
SRR28073606	3	2	3	2
ERR3474620	3	2	3	2
SRR15282412	2	2	2	2
SRR15282639	2	2	2	2
SRR15282865	2	2	2	2
SRR19404234	1	1	1	1
SRR17349467	7	3	7	3
SRR6470220	1	?	?	1
SRR5215239	3	2	3	2
SRR11445827	3	2	3	2
ERR4553220	1	1	1	1
SRR8875152	3	?	3	?
SRR13000262	1	1	1	1
SRR10161169	?	?	?	?
SRR10294722	3	?	3	?
SRR21931420	?	?	1	1
SRR14242266	3	2	3	2
SRR25222312	9	2	9	2
SRR28834899	5	1	5	1
SRR28420386	1	1	1	1
SRR28752613	5	1	5	1
SRR28388473	1	1	1	1
SRR24842902	5	1	5	1
SRR24843330	5	1	5	1
SRR12389644	3	8	3	8
SRR12187137	?	?	3	2
SRR16359863	9	2	9	2
SRR16770194	1	1	1	1
SRR18273524	1	1	1	1
SRR29953237	5	1	5	1
SRR28995168	1	1	1	1
SRR25382846	3	2	3	2
SRR29487447	3	2	3	2
SRR29740722	5	1	5	1
SRR29248445	3	2	3	2
SRR29008751	1	1	1	1
SRR29360546	3	2	3	2
SRR29085739	1	?	1	?
SRR29009389	1	1	1	1
SRR29543298	5	1	5	1
SRR29681032	3	2	3	2
SRR27384621	3	2	3	2
SRR29692834	?	?	1	1
SRR29694582	5	1	5	1
SRR27181108	?	2	?	2
SRR27181546	1	1	1	1
SRR27181765	?	?	?	?
SRR31121017	1	1	1	1
SRR30714923	3	?	?	?
SRR31062744	5	1	5	1
SRR30589537	3	2	3	2
SRR3126320	1	1	1	1
SRR6117017	1	?	1	?
SRR10569280	1	1	1	1
SRR7106930	?	?	?	?
SRR14420385	1	2	1	2
SRR28015188	1	1	1	1
SRR27663394	3	2	3	2
SRR24839124	5	1	5	1
SRR24839343	5	1	5	1
SRR24839562	5	1	5	1
SRR22690226	5	1	5	1
SRR24843312	5	1	5	1
SRR28073607	3	2	3	2
ERR3474622	3	2	3	2
SRR15282413	2	2	2	2
SRR15282640	2	2	2	2
SRR15282866	2	2	2	2
SRR19404235	1	1	1	1
SRR17349468	7	3	7	3
SRR6470221	1	1	1	1
SRR5215240	3	2	3	2
SRR11445828	3	2	3	2
ERR4553221	1	1	1	1
SRR8875153	3	?	3	?
SRR13000263	1	1	1	1
SRR10294723	3	?	3	?
SRR21931421	?	?	1	1
SRR14242267	3	2	3	2
SRR25222313	9	2	9	2
SRR28834900	5	1	5	1
SRR28420387	1	1	1	1
SRR28752614	5	1	5	1
SRR28388474	1	1	1	1
SRR24842903	5	1	5	1
SRR24843340	5	1	5	1
SRR12389645	3	8	3	8
SRR12187138	?	?	1	1
SRR16359864	9	2	9	2
SRR16770195	1	1	1	1
SRR18273525	1	1	1	1
SRR29953238	5	1	5	1
SRR28995169	1	1	1	1
SRR25382847	1	1	1	1
SRR29487448	1	1	1	1
SRR29740723	5	1	5	1
SRR29248446	3	2	3	2
SRR29008752	1	1	1	1
SRR29360547	3	2	3	2
SRR29085740	1	1	1	1
SRR29009390	1	1	1	1
SRR29543299	5	1	5	1
SRR29681034	1	1	1	1
SRR27384622	1	1	1	1
SRR29692835	?	?	3	2
SRR29694583	5	1	5	1
SRR27181109	?	2	?	2
SRR27181328	3	2	3	2
SRR27181547	1	1	1	1
SRR27181766	1	1	1	1
SRR31121018	1	1	1	1
SRR30714924	1	1	?	1
SRR31062745	5	1	5	1
SRR30589538	3	2	3	2
SRR3126321	1	1	1	1
SRR1766133	1	1	1	1
SRR10569281	1	1	1	1
SRR7106931	?	?	?	?
SRR14420386	?	?	?	?
SRR28015189	1	1	1	1
SRR27663395	3	2	3	2
SRR24839125	5	1	5	1
SRR24839344	5	1	5	1
SRR24839563	5	1	5	1
SRR22690227	5	1	5	1
SRR24843313	5	1	5	1
SRR28073608	3	2	3	2
ERR3474623	3	2	3	2
SRR15282414	2	2	2	2
SRR15282641	2	2	2	2
SRR15282867	2	2	2	2
SRR19404236	1	1	1	1
SRR17349469	7	3	7	3
SRR6470222	1	?	1	?
SRR5215241	3	2	3	2
SRR11445829	3	2	3	2
ERR4553223	1	1	1	1
SRR8875154	3	?	3	?
SRR13000265	1	1	1	1
SRR10161171	?	?	?	?
SRR10294724	3	?	3	?
SRR21931422	?	?	1	1
SRR14242268	3	2	3	2
SRR25222314	?	?	?	?
SRR28834901	5	1	5	1
SRR26371270	3	2	3	2
SRR28752615	5	1	5	1
SRR28388475	1	1	1	1
SRR24842904	5	1	5	1
SRR24843341	5	1	5	1
SRR12389646	?	6	?	6
SRR12187139	?	?	3	2
SRR16359865	9	2	9	2
SRR16770196	1	1	1	1
SRR18273526	1	1	1	1
SRR29953239	5	1	5	1
SRR28995170	1	1	1	1
SRR25382848	1	1	1	1
SRR29487449	1	1	1	1
SRR29740724	5	1	5	1
SRR29248447	3	2	3	2
SRR29008757	1	1	1	1
SRR29360548	3	2	3	2
SRR29085741	3	2	3	2
SRR29009397	3	2	3	2
SRR29543300	5	1	5	1
SRR29681035	3	2	3	2
SRR27384623	3	2	3	2
SRR29692836	?	?	1	1
SRR29694584	5	1	5	1
SRR27181110	3	2	3	2
SRR27181329	?	2	?	2
SRR27181548	3	2	3	2
SRR27181767	3	2	3	2
SRR31121019	1	1	1	1
SRR30714925	?	?	?	?
SRR31062746	5	1	5	1
SRR30589539	3	?	3	?
SRR3126322	1	1	1	1
SRR1766163	1	1	1	1
SRR10569282	1	1	1	1
SRR7106932	?	?	?	?
SRR14420387	1	?	1	?
SRR28015190	1	1	1	1
SRR27663396	3	2	3	2
SRR24839126	5	1	5	1
SRR24839345	5	1	5	1
SRR24839564	5	1	5	1
SRR22690228	5	1	5	1
SRR24843314	5	1	5	1
SRR28073609	?	?	1	1
ERR3474624	3	2	3	2
SRR15282415	2	2	2	2
SRR15282642	2	2	2	2
SRR15282868	2	2	2	2
SRR19404237	1	1	1	1
SRR17349470	7	3	7	3
SRR6470223	1	1	1	1
SRR5215242	3	2	3	2
SRR11445830	3	2	3	2
ERR4553224	1	1	1	1
SRR8875155	3	?	3	?
SRR10161172	?	?	?	?
SRR10294725	3	?	3	?
SRR21931423	?	?	1	1
SRR14242269	3	2	3	2
SRR25222315	9	2	9	2
SRR28834902	5	1	5	1
SRR25266111	1	2	1	2
SRR28752616	5	1	5	1
SRR28388476	1	1	1	1
SRR24842906	5	1	5	1
SRR24843348	5	1	5	1
SRR12389647	4	6	4	6
SRR12187140	?	?	3	?
SRR16359866	9	2	9	2
SRR16770197	1	1	1	1
SRR18273527	3	2	3	2
SRR29953240	5	1	5	1
SRR28995171	1	1	1	1
SRR25382849	1	1	1	1
SRR29487450	1	1	1	1
SRR29740725	5	1	5	1
SRR29248448	3	2	3	2
SRR29008758	1	1	1	1
SRR29360549	3	2	3	2
SRR29085742	1	1	1	1
SRR29009398	1	1	1	1
SRR29543301	5	1	5	1
SRR29681036	3	2	3	2
SRR27384624	3	2	3	2
SRR29692837	?	?	1	1
SRR29694585	5	1	5	1
SRR27181111	3	2	3	2
SRR27181330	3	2	3	2
SRR27181549	1	1	1	1
SRR27181768	?	2	?	2
SRR31121020	1	1	1	1
SRR30714926	?	?	?	?
SRR31062747	5	1	5	1
SRR30589540	3	2	3	2
SRR3126323	1	1	1	1
SRR1766219	1	1	1	1
SRR10569283	1	1	1	1
SRR7106933	?	?	?	?
SRR14420388	1	2	1	2
SRR28015191	1	1	1	1
SRR27663397	3	2	3	2
SRR24839127	5	1	5	1
SRR24839346	5	1	5	1
SRR24839565	5	1	5	1
SRR22690229	5	1	5	1
SRR24843315	5	1	5	1
SRR28073610	?	?	1	1
ERR3474625	3	2	3	2
SRR15282416	2	2	2	2
SRR15282643	2	2	2	2
SRR15282869	2	2	2	2
SRR19404238	1	1	1	1
SRR17349471	7	3	7	3
SRR5125023	9	2	9	2
SRR5215243	3	2	3	2
SRR11445831	3	2	3	2
ERR4553226	1	1	1	1
SRR8875156	3	?	3	?
SRR10161173	?	?	?	?
SRR10294726	3	?	3	?
SRR21931424	?	?	1	1
SRR14242270	3	2	3	2
SRR25222321	9	2	9	2
SRR28834903	5	1	5	1
SRR25266112	1	2	1	2
SRR28752617	5	1	5	1
SRR28388477	1	1	1	1
SRR24842907	5	1	5	1
SRR24843355	5	1	5	1
SRR12389648	4	6	4	6
SRR12187141	?	?	3	2
SRR16359867	9	?	9	?
SRR16770198	1	1	1	1
SRR18273528	3	2	3	2
SRR29953241	5	1	5	1
SRR28995172	1	1	1	1
SRR25382850	1	1	1	1
SRR29487451	1	1	1	1
SRR29740726	5	1	5	1
SRR29248449	3	2	3	2
SRR29008759	1	1	1	1
SRR29360550	3	2	3	2
SRR29085743	1	1	1	1
SRR29009399	1	?	1	?
SRR29543302	5	1	5	1
SRR29681037	3	2	3	2
SRR27384625	3	2	3	2
SRR29692838	?	?	3	2
SRR29694586	5	1	5	1
SRR27181331	3	2	3	2
SRR27181550	1	1	1	1
SRR27181769	1	1	1	1
SRR31121021	1	1	1	1
SRR30714927	3	2	?	?
SRR31062748	5	1	5	1
SRR30589541	3	2	3	2
SRR3126324	1	1	1	1
SRR10569284	1	1	1	1
SRR7106934	?	?	?	?
SRR14420389	1	2	1	2
SRR28015192	1	1	1	1
SRR27663398	3	2	3	2
SRR24839128	5	1	5	1
SRR24839347	5	1	5	1
SRR24839566	5	1	5	1
SRR22690230	5	1	5	1
SRR24843318	5	1	5	1
SRR28073611	?	?	3	2
ERR3474626	1	1	1	1
SRR15282417	2	2	2	2
SRR15282644	2	2	2	2
SRR15282870	2	2	2	2
SRR19404239	1	1	1	1
SRR17349472	7	3	7	3
SRR5127929	9	2	9	2
SRR5215244	3	2	3	2
SRR11445832	3	2	3	2
ERR4553227	1	1	1	1
SRR8875157	3	?	3	?
SRR10161174	?	?	?	?
SRR10294727	3	?	3	?
SRR21931425	?	?	1	1
SRR14242271	3	2	3	2
SRR25222322	9	2	9	2
SRR28834904	5	1	5	1
SRR25266113	1	2	1	2
SRR28752618	5	1	5	1
SRR28388478	1	1	1	1
SRR24842908	5	1	5	1
SRR24843365	5	1	5	1
SRR12389649	6	4	6	4
SRR12187142	?	?	3	?
SRR16359868	9	2	9	2
SRR16770199	1	1	1	1
SRR18273529	3	1	3	1
SRR29953242	5	1	5	1
SRR28995173	1	1	1	1
SRR25382851	3	2	3	2
SRR29487452	1	1	1	1
SRR29740727	5	1	5	1
SRR29248450	1	1	1	1
SRR29009347	3	2	3	2
SRR29360551	3	2	3	2
SRR29085744	3	2	3	2
SRR26854354	3	2	?	2
SRR29543303	5	1	5	1
SRR29681038	3	2	3	2
SRR27384626	3	2	3	2
SRR29692839	?	?	3	2
SRR29694587	5	1	5	1
SRR27181113	3	2	3	2
SRR27181332	?	2	?	2
SRR27181551	1	1	1	1
SRR27181770	3	2	3	2
SRR31121022	1	1	1	1
SRR30714928	3	2	?	?
SRR31062749	5	1	5	1
SRR30589542	3	2	3	2
SRR3126325	1	1	1	1
SRR1219653	?	?	1	?
SRR10569285	1	1	1	1
SRR7106935	?	?	?	?
SRR14420390	?	?	?	?
SRR28015193	1	1	1	1
SRR27663399	3	2	3	2
SRR24839129	5	1	5	1
SRR24839348	5	1	5	1
SRR24839567	5	1	5	1
SRR22690231	5	1	5	1
SRR24843319	5	1	5	1
SRR28073612	?	?	1	1
ERR3474627	3	2	3	2
SRR15282418	2	2	2	2
SRR15282645	2	2	2	2
SRR10436501	1	1	1	1
SRR19404240	1	1	1	1
SRR17349473	7	3	7	3
SRR5128004	9	2	9	2
SRR5215245	3	2	3	2
SRR11445833	3	2	3	2
ERR4553228	1	1	1	1
SRR8875158	3	?	3	?
SRR10161175	?	?	?	?
SRR10294728	3	?	3	?
SRR21931426	?	?	1	1
SRR14242272	3	2	3	2
SRR25222323	9	2	9	2
SRR28834905	5	1	5	1
SRR25266114	1	2	1	2
SRR28752619	5	1	5	1
SRR28388479	1	1	1	1
SRR24842909	5	1	5	1
SRR24843376	5	1	5	1
SRR12389650	6	4	6	4
SRR12187143	?	?	1	1
SRR16359869	9	2	9	?
SRR16770200	1	1	1	1
SRR18273530	3	2	3	2
SRR29953243	5	1	5	1
SRR28995174	1	1	1	1
SRR25382852	3	2	3	2
SRR29487453	1	1	1	1
SRR29740728	5	1	5	1
SRR29248451	3	2	3	2
SRR29009348	3	2	3	2
SRR29360552	3	2	3	2
SRR29085745	3	2	3	2
SRR26854355	3	2	3	2
SRR29543304	5	1	5	1
SRR29681039	3	2	3	2
SRR27384627	3	2	3	2
SRR29692840	?	?	1	1
SRR29694588	5	1	5	1
SRR27181114	?	?	?	?
SRR27181333	1	1	1	1
SRR27181771	3	2	3	2
SRR31121023	3	2	3	2
SRR30714929	3	2	3	?
SRR31062750	5	1	5	1
SRR30589543	3	2	3	2
SRR3126326	1	1	1	1
SRR1219654	?	?	1	?
SRR10569286	1	?	?	?
SRR7106936	?	?	?	?
SRR14420391	1	2	1	2
SRR28015194	1	1	1	1
SRR27663400	3	2	3	2
SRR24839130	5	1	5	1
SRR24839349	5	1	5	1
SRR24839568	5	1	5	1
SRR22690232	5	1	5	1
SRR24843320	5	1	5	1
SRR28073613	?	?	3	2
ERR3474628	1	1	1	1
SRR15282419	2	2	2	2
SRR15282646	2	2	2	2
SRR10436502	1	1	1	1
SRR19404241	1	1	1	1
SRR17349474	7	3	7	3
SRR2054778	1	1	1	1
SRR5215246	3	?	?	?
SRR11445834	3	2	3	2
ERR4553230	1	1	1	1
SRR8875159	3	?	3	?
SRR10161176	?	?	?	?
SRR10294729	3	?	3	?
SRR21931427	?	?	1	1
SRR14242273	3	2	3	2
SRR25222324	1	1	1	1
SRR28834909	5	1	5	1
SRR25266115	1	2	1	2
SRR28752620	5	1	5	1
SRR28388480	1	?	1	?
SRR24842910	5	1	5	1
SRR24843377	5	1	5	1
SRR12389651	2	1	1	1
SRR12187144	?	?	3	2
SRR17769793	1	1	1	1
SRR16770201	1	1	1	1
SRR18273531	3	1	3	1
SRR29953244	5	1	5	1
SRR28995175	1	1	1	1
SRR25382853	1	1	1	1
SRR29487454	1	1	1	1
SRR29740729	5	1	5	1
SRR29248452	3	2	3	2
SRR29009349	1	1	1	1
SRR29360553	3	2	3	2
SRR29085746	1	1	1	1
SRR26854356	3	2	3	2
SRR29543305	5	1	5	1
SRR29681040	3	2	3	2
SRR27384628	3	2	3	2
SRR29692841	?	?	1	1
SRR29694589	5	1	5	1
SRR27181115	1	1	1	1
SRR27181334	?	2	?	2
SRR27181553	1	1	1	1
SRR27181772	?	2	?	2
SRR31121024	3	2	3	2
SRR30714930	3	2	3	2
SRR31062751	5	1	5	1
SRR30589544	3	2	3	2
SRR3126327	1	1	1	1
SRR1219655	?	?	1	?
SRR10569287	1	1	1	1
SRR7106937	?	?	?	?
SRR14420392	1	2	1	2
SRR28015195	1	1	1	1
SRR27663401	3	2	3	2
SRR24839131	5	1	5	1
SRR24839350	5	1	5	1
SRR24839569	5	1	5	1
SRR22690233	5	1	5	1
SRR24843323	5	1	5	1
SRR28073614	?	?	3	2
ERR3474629	3	2	3	2
SRR15282420	2	2	2	2
SRR15282647	2	2	2	2
SRR10436503	1	1	1	1
SRR19404242	1	1	1	1
SRR17349475	7	3	7	3
SRR2054780	1	1	1	1
SRR5215247	3	?	?	?
SRR11445835	3	2	3	2
ERR4553232	1	1	1	1
SRR8875160	3	?	3	?
SRR10161177	?	?	?	?
SRR10294730	3	?	3	?
SRR21931428	?	?	1	1
SRR14242274	3	2	3	2
SRR25222332	1	1	1	1
SRR28834910	5	1	5	1
SRR25266116	1	2	1	2
SRR28752621	5	1	5	1
SRR28388481	1	1	1	1
SRR24842911	5	1	5	1
SRR24843382	5	1	5	1
SRR12389652	1	1	1	1
SRR12187145	?	?	3	2
SRR17769794	1	1	1	1
SRR16770202	1	1	1	1
SRR18273532	3	1	3	1
SRR29953245	5	1	5	1
SRR28995176	1	1	1	1
SRR25382854	1	1	1	1
SRR29487455	1	?	1	?
SRR29740730	5	1	5	1
SRR29248453	1	1	1	1
SRR29009350	1	1	1	1
SRR29360554	3	2	3	2
SRR29085747	1	1	1	1
SRR26854357	3	?	3	?
SRR29543306	5	1	5	1
SRR27384408	1	1	1	1
SRR27384629	3	2	3	2
SRR29692842	?	?	1	1
SRR29694590	5	1	5	1
SRR27181116	3	2	3	2
SRR27181335	3	2	3	2
SRR27181554	1	1	1	1
SRR27181773	?	2	?	2
SRR31121025	1	1	1	1
SRR30714931	1	1	1	1
SRR31062752	5	1	5	1
SRR30589545	3	2	3	2
SRR3126328	1	1	1	1
SRR1219656	?	?	1	?
SRR10569288	1	1	1	1
SRR7106938	?	?	?	?
SRR14420393	1	2	1	2
SRR28015196	1	1	1	1
SRR27663402	3	2	3	2
SRR24839132	5	1	5	1
SRR24839351	5	1	5	1
SRR24839570	5	1	5	1
SRR22690234	5	1	5	1
SRR24843324	5	1	5	1
SRR28073615	?	?	3	2
ERR3474630	3	2	3	2
SRR15282421	2	2	2	2
SRR15282648	2	2	2	2
SRR10436504	1	1	1	1
SRR19404243	1	1	1	1
SRR17349476	7	3	7	3
SRR5215248	3	2	3	2
SRR11445836	3	2	3	2
ERR4553234	1	1	1	1
SRR8875161	3	?	3	?
SRR10161178	?	?	?	?
SRR10294731	3	?	3	?
SRR21931658	7	9	7	9
SRR14242275	3	2	3	2
SRR25222333	9	1	9	1
SRR28834915	5	1	5	1
SRR25266117	1	2	1	2
SRR28752622	5	1	5	1
SRR28388482	1	1	1	1
SRR24842912	5	1	5	1
SRR24843390	5	1	5	1
SRR12389653	2	8	1	8
SRR12187146	?	?	3	2
SRR17769795	1	1	1	1
SRR16770203	1	1	1	1
SRR18273533	3	2	3	2
SRR29953246	5	1	5	1
SRR28995177	1	1	1	1
SRR25382855	1	1	1	1
SRR29740403	5	1	5	1
SRR29740731	5	1	5	1
SRR29248454	3	2	3	2
SRR29009351	1	1	1	1
SRR29360555	1	1	1	1
SRR29085748	1	1	1	1
SRR26854358	3	2	3	2
SRR29543307	5	1	5	1
SRR27384409	3	2	3	2
SRR27384630	3	2	3	2
SRR29692843	?	?	1	1
SRR29694591	5	1	5	1
SRR27181117	?	2	?	2
SRR27181336	?	?	?	?
SRR27181555	1	1	1	1
SRR27181774	3	2	3	2
SRR31121026	1	1	1	1
SRR30714932	1	1	1	1
SRR31062753	5	1	5	1
SRR30589546	3	2	3	2
SRR3126329	1	1	1	1
SRR1219657	?	?	1	?
SRR10569289	1	1	1	1
SRR7106939	?	?	?	?
SRR14420394	1	2	1	2
SRR28015197	1	1	1	1
SRR27663403	3	2	3	2
SRR24839133	5	1	5	1
SRR24839352	5	1	5	1
SRR24839571	5	1	5	1
SRR22690235	5	1	5	1
SRR24843325	5	1	5	1
SRR28073616	3	2	3	2
ERR3474631	1	1	1	1
SRR15282422	2	2	2	2
SRR15282649	2	2	2	2
SRR10436505	1	1	1	1
SRR19404244	1	1	1	1
SRR17349477	7	3	7	3
SRR2054785	1	1	1	1
SRR5215249	3	2	3	2
SRR11445837	3	2	3	2
ERR4553236	1	1	1	1
SRR8875162	3	?	3	?
SRR15084902	1	1	1	1
SRR10161179	?	?	?	?
SRR10294732	3	?	3	?
SRR21931669	1	1	1	1
SRR14242276	3	2	3	2
SRR25222334	1	1	1	1
SRR28834916	5	1	5	1
SRR25266118	1	2	1	2
SRR28752623	5	1	5	1
SRR28388483	1	1	1	1
SRR24842913	5	1	5	1
SRR24843398	5	1	5	1
SRR12389654	4	6	4	6
SRR16359654	9	2	9	2
SRR17769796	1	1	1	1
SRR16770204	1	1	1	1
SRR18273534	3	2	3	2
SRR29953247	5	1	5	1
SRR29022293	3	2	3	2
SRR25382856	1	1	1	1
SRR29740404	5	1	5	1
SRR29740732	5	1	5	1
SRR29248455	3	2	3	2
SRR29009352	1	1	1	1
SRR29360556	3	2	3	2
SRR29085749	1	1	1	1
SRR26854359	3	2	3	2
SRR29543308	5	1	5	1
SRR27384410	3	2	3	2
SRR27384631	3	2	3	2
SRR29692844	?	?	1	1
ERR13358286	3	2	3	2
SRR27181118	?	2	?	2
SRR27181337	?	2	?	2
SRR27181556	?	?	?	?
SRR27181775	1	1	1	1
SRR31167887	5	1	5	1
